,Nico1:epd1,Nico1:epd1,Nico1:epd1,Nico1:epd2,Nico1:epd2,Nico1:epd2,Nico1:bd2,Nico1:bd2,Nico1:bd2,Nico1:abd2,Nico1:abd2,Nico1:abd2,Nico1:abg1,Nico1:abg1,Nico1:abg1,Nico1:abg2,Nico1:abg2,Nico1:abg2
Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1115,757.877,1077.23,1428.03,758.801,1487.55,1540.27,822.164,1008.69,1128.16,1064.39,943.087,1271.3,684.45,1654.57,1266.51,864.802,1548.33,1052.05
1116,756.497,1075.07,1428.88,759.241,1487.42,1540.32,821.241,1009.61,1126.52,1063.96,942.874,1268.18,684.384,1654.72,1266.95,864.39,1548.78,1052.04
1117,756.738,1075.25,1427.21,759.604,1486.6,1540.17,820.145,1010.97,1124.76,1063.25,942.529,1265.8,684.335,1654.85,1267.4,863.942,1549.24,1052.07
1118,756.817,1075.4,1425.78,760.158,1486.03,1540.14,819.297,1010.3,1124.31,1062.46,942.73,1263.25,684.329,1655.11,1267.94,863.226,1549.83,1052.19
1119,756.744,1074.95,1425.16,760.664,1485.45,1540.06,818.094,1012.19,1121.85,1061.89,942.643,1260.81,684.306,1655.33,1268.52,862.739,1550.49,1052.38
1120,756.853,1075.01,1423.7,761.085,1485.04,1540.01,817.244,1013.56,1119.82,1061.51,943.342,1257.24,684.38,1655.8,1269.32,862.341,1550.96,1052.49
1121,756.816,1074.31,1423.19,761.418,1484.62,1539.96,816.135,1015.16,1117.7,1060.62,943.301,1255.08,684.315,1655.75,1269.69,861.875,1550.67,1052.06
1122,757.038,1074.71,1421.45,761.785,1484.21,1539.94,815.219,1015.7,1116.31,1059.94,943.566,1252.38,684.302,1655.99,1270.23,861.508,1551.23,1052.14
1123,756.995,1073.93,1421.43,762.305,1483.56,1539.91,814.336,1016.04,1115.2,1059.66,944.379,1248.41,684.312,1656.2,1270.68,861.093,1552.58,1052.86
1124,757.239,1074.54,1418.92,762.851,1482.97,1539.88,813.336,1018.06,1112.41,1059,944.068,1246.52,684.356,1656.39,1271.15,860.734,1553.23,1053.03
1125,757.297,1074.02,1418.24,763.242,1482.59,1539.9,812.385,1018.87,1110.7,1058.4,943.642,1244.05,684.417,1656.53,1271.61,860.49,1553.72,1053.1
1126,757.414,1074,1417.37,763.605,1482.15,1539.9,811.802,1018.85,1109.87,1057.79,944.054,1241.67,684.592,1657.02,1272.41,860.253,1554.11,1053.16
1127,757.605,1074.02,1415.81,764.052,1481.57,1539.84,810.762,1020.09,1108.24,1057.31,944.022,1239.27,684.543,1656.89,1272.78,860.135,1554.48,1053.17
1128,757.709,1073.69,1414.79,764.499,1480.88,1539.79,809.739,1021.56,1106.26,1057.01,942.375,1238.19,684.587,1657.11,1273.4,859.9,1554.8,1053.2
1129,757.865,1073.34,1414.06,765.046,1480.28,1539.72,809.066,1022.34,1104.79,1056.22,944.972,1234.2,684.632,1657.3,1273.99,859.65,1555.33,1053.36
1130,758.065,1073.23,1412.92,765.412,1479.77,1539.61,808.564,1022.35,1103.79,1055.7,944.762,1232.55,684.683,1657.49,1274.52,859.318,1555.88,1053.56
1131,758.242,1073.19,1411.52,765.829,1479.31,1539.55,807.884,1022.83,1102.49,1055.27,944.799,1230.41,684.743,1657.6,1274.99,859.029,1556.47,1053.79
1132,758.371,1072.58,1411.14,766.238,1478.84,1539.51,808.358,1026.46,1097.3,1054.99,944.438,1228.83,684.827,1657.71,1275.46,858.78,1557,1053.97
1133,758.469,1072.57,1410,766.68,1478.43,1539.45,806.426,1025.4,1098.64,1054.65,944.913,1226.89,684.879,1657.72,1275.87,858.543,1557.5,1054.12
1134,758.635,1072.92,1408.51,767.153,1477.8,1539.35,805.9,1026.3,1097.34,1054.18,945.417,1224.43,684.941,1657.89,1276.33,858.367,1557.96,1054.22
1135,758.641,1072.74,1407.84,767.511,1477.28,1539.27,805.379,1026.49,1096.43,1053.68,945.48,1223.12,684.944,1658.02,1276.79,858.219,1558.3,1054.3
1136,758.748,1072.18,1407.45,767.851,1476.93,1539.22,804.989,1026.56,1095,1053.26,945.898,1221.23,684.945,1658.1,1277.2,858.117,1558.76,1054.31
1137,758.798,1072.04,1406.58,768.088,1476.51,1539.15,804.446,1027.36,1093.9,1052.92,945.729,1220.18,684.98,1658.15,1277.55,857.944,1559.07,1054.33
1138,758.968,1072.3,1405.29,768.328,1476.08,1539.08,803.911,1028.44,1092.31,1052.56,946.375,1218.03,685.011,1658.34,1277.96,857.8,1559.64,1054.4
1139,759.087,1072.34,1404.54,768.531,1475.74,1539,803.366,1028.87,1091.83,1052.34,946.807,1216.43,685.044,1658.38,1278.29,857.642,1560.05,1054.47
1140,759.118,1072.14,1404.18,768.761,1475.32,1538.94,802.976,1029.41,1091.45,1051.92,947.404,1214.93,685.246,1659,1278.88,857.489,1560.51,1054.56
1141,759.25,1072.08,1403.65,769.037,1474.96,1538.87,802.605,1030.1,1090.52,1051.75,947.055,1213.9,685.11,1658.57,1278.92,857.322,1560.95,1054.62
1142,759.374,1071.52,1403.23,769.308,1474.65,1538.79,802.346,1030.59,1089.37,1051.52,947.114,1212.42,685.119,1658.55,1279.15,857.198,1561.31,1054.61
1143,759.448,1071.49,1402.39,769.509,1474.35,1538.72,802.032,1030.41,1088.91,1051.41,947.024,1211.39,685.129,1658.53,1279.4,856.996,1561.63,1054.58
1144,759.864,1068.89,1403.41,769.7,1474.09,1538.68,801.862,1030.2,1088.79,1051.22,946.732,1211.15,685.106,1658.6,1279.68,856.819,1562.02,1054.58
1145,759.922,1068.86,1402.94,769.845,1473.88,1538.65,801.708,1030.1,1088.24,1051.07,947.165,1209.94,685.084,1658.58,1279.93,856.648,1562.38,1054.57
1146,760,1068.93,1402.56,769.997,1473.65,1538.6,801.492,1030.23,1087.53,1051.02,947.306,1208.75,685.018,1658.61,1280.2,856.656,1563.36,1054.84
1147,760.116,1068.91,1402.23,770.09,1473.41,1538.58,801.333,1030.47,1087.12,1050.9,946.566,1209,684.93,1658.57,1280.4,856.571,1563.52,1054.8
1148,759.859,1070.39,1401.03,770.158,1473.23,1538.56,801.266,1030.51,1086.7,1050.9,946.317,1208.51,684.803,1658.54,1280.58,856.085,1562.87,1054.26
1149,759.961,1070.25,1400.89,770.218,1473.06,1538.54,801.186,1030.55,1086.6,1050.79,946.086,1208.17,684.649,1658.54,1280.75,855.925,1563.01,1054.26
1150,760.035,1069.95,1400.83,770.248,1472.95,1538.52,801.141,1030.54,1086.53,1050.85,946.055,1207.77,684.456,1658.58,1280.91,856.037,1564.07,1054.82
1151,760.157,1069.77,1400.72,770.273,1472.92,1538.52,801.099,1030.4,1086.53,1050.83,945.841,1207.61,684.302,1658.58,1281.01,855.891,1564.28,1054.85
1152,760.188,1069.69,1400.45,770.338,1472.72,1538.46,801.087,1030.39,1086.44,1050.8,945.505,1207.59,684.095,1658.61,1281.1,855.548,1563.69,1054.53
1153,760.235,1069.79,1400.17,770.189,1472.89,1538.53,801.085,1030.28,1086.32,1050.78,945.315,1207.5,683.882,1658.55,1281.15,855.399,1563.97,1054.58
1154,760.349,1069.58,1399.97,770.246,1472.64,1538.44,801.085,1030.21,1086.22,1050.79,945.177,1207.4,683.645,1658.51,1281.22,855.28,1564.14,1054.63
1155,760.406,1069.5,1399.85,770.182,1472.62,1538.42,801.07,1030.01,1086.27,1050.85,945.034,1207.27,683.426,1658.51,1281.28,855.116,1564.39,1054.72
1156,760.433,1069.68,1399.55,770.065,1472.53,1538.44,801.091,1029.93,1086.15,1050.97,945.182,1206.92,683.168,1658.4,1281.3,854.995,1564.51,1054.75
1157,760.519,1069.6,1399.45,769.997,1472.52,1538.42,801.157,1029.8,1086.14,1051.05,945.062,1206.92,682.935,1658.31,1281.3,854.899,1564.57,1054.76
1158,760.613,1069.38,1399.51,769.917,1472.44,1538.4,801.182,1029.63,1086.16,1051.12,944.934,1207.06,682.7,1658.16,1281.26,854.803,1564.69,1054.78
1159,760.692,1069.54,1399.26,769.802,1472.42,1538.36,801.276,1029.55,1086.14,1051.16,944.842,1207.25,682.453,1658.06,1281.25,854.685,1564.78,1054.81
1160,760.735,1069.55,1399.16,769.688,1472.4,1538.31,801.337,1029.56,1086.01,1051.25,944.774,1207.41,682.206,1657.92,1281.2,854.603,1564.77,1054.79
1161,760.825,1069.68,1398.89,769.515,1472.26,1538.28,801.361,1029.54,1085.98,1051.32,944.782,1207.57,682.105,1658.24,1281.44,854.492,1564.8,1054.88
1162,760.907,1069.72,1398.82,769.495,1472.3,1538.22,801.44,1029.55,1085.83,1051.38,944.785,1207.79,681.717,1657.65,1281.04,854.38,1564.68,1054.85
1163,760.979,1069.64,1398.78,769.372,1472.5,1538.24,801.531,1029.48,1085.83,1051.42,944.751,1207.93,681.467,1657.51,1280.94,853.763,1563.84,1054.43
1164,761.038,1069.62,1398.8,769.302,1472.51,1538.16,801.599,1029.5,1085.83,1051.45,944.583,1208.23,681.219,1657.35,1280.79,853.631,1563.76,1054.4
1165,761.066,1069.63,1398.92,769.251,1472.57,1538.12,801.659,1029.42,1085.88,1051.57,944.82,1208.25,680.966,1657.18,1280.68,853.652,1564.24,1054.71
1166,761.115,1069.65,1399.04,769.246,1472.53,1538.04,801.668,1029.38,1086.02,1051.63,944.818,1208.4,680.68,1657.05,1280.53,853.542,1564.1,1054.69
1167,761.144,1069.54,1399.22,769.182,1472.52,1537.97,801.673,1029.21,1086.16,1051.75,945.253,1208.2,680.439,1656.93,1280.42,853.415,1563.88,1054.65
1168,761.184,1069.49,1399.5,769.145,1472.66,1537.94,801.712,1029.03,1086.27,1051.85,945.609,1208.07,680.221,1656.94,1280.36,853.557,1564.32,1054.92
1169,761.222,1069.37,1399.72,769.152,1472.77,1537.9,801.685,1029.03,1086.37,1051.92,945.966,1207.98,680.042,1656.91,1280.28,853.363,1564.16,1054.91
1170,761.204,1069.35,1400.03,769.164,1472.88,1537.85,801.66,1029.07,1086.51,1051.93,946.527,1207.8,679.843,1656.91,1280.21,853.118,1563.48,1054.61
1171,761.275,1069.22,1400.31,769.166,1473,1537.79,801.626,1029.12,1086.56,1051.88,947,1207.76,679.694,1656.81,1280.06,852.978,1563.35,1054.55
1172,761.292,1069.65,1400.08,769.204,1473.07,1537.72,801.531,1029.14,1086.65,1051.84,947.447,1207.93,679.567,1656.74,1279.91,852.804,1563.11,1054.44
1173,761.308,1069.51,1400.43,769.233,1473.24,1537.64,801.424,1029.16,1086.72,1051.62,947.846,1208.28,679.442,1656.68,1279.76,852.68,1562.96,1054.34
1174,761.355,1069.56,1400.57,769.21,1473.34,1537.53,801.02,1029.79,1086.79,1051.53,948.087,1208.8,679.353,1656.7,1279.64,852.539,1562.81,1054.25
1175,761.422,1069.65,1400.64,769.206,1473.5,1537.46,801.132,1029.38,1086.89,1051.66,948.503,1209.04,679.271,1656.75,1279.48,852.386,1562.6,1054.07
1176,761.455,1069.78,1400.71,769.184,1473.69,1537.37,801.563,1027.15,1088.95,1051.59,949.239,1209.4,679.224,1656.76,1279.31,852.317,1562.33,1053.83
1177,761.506,1069.94,1400.79,769.112,1473.9,1537.28,801.422,1027.35,1088.94,1051.62,949.998,1209.94,679.166,1656.83,1279.15,852.136,1561.59,1053.25
1178,761.557,1070.13,1400.78,769.097,1474.08,1537.14,800.873,1029.29,1087.61,1051.7,951.638,1209.55,679.203,1657.12,1279.11,852.004,1561.37,1053.02
1179,761.623,1070.37,1400.74,769.03,1474.26,1537.04,800.765,1029.4,1087.64,1051.74,953.015,1209.86,679.108,1657.03,1278.7,851.993,1561.87,1053.3
1180,761.662,1070.61,1400.75,768.97,1474.52,1536.98,800.703,1029.7,1087.57,1051.88,954.243,1209.96,679.07,1657.15,1278.47,851.875,1561.77,1053.12
1181,761.716,1070.9,1400.69,768.898,1474.72,1536.9,800.597,1030.05,1087.44,1051.83,955.21,1210.3,679.036,1657.22,1278.24,851.79,1561.66,1052.95
1182,761.745,1071.15,1400.71,768.78,1474.96,1536.84,800.484,1030.63,1087.22,1051.76,956.066,1211.12,679.023,1657.28,1277.97,851.707,1561.48,1052.72
1183,762.11,1068.96,1402.23,768.682,1475.2,1536.76,800.364,1031.26,1086.96,1051.77,956.884,1211.88,678.973,1657.33,1277.73,851.652,1561.4,1052.56
1184,762.136,1069.28,1402.16,768.534,1475.46,1536.68,800.206,1032.05,1086.63,1051.72,958.916,1211.42,678.922,1657.49,1277.55,851.565,1561.39,1052.49
1185,762.18,1069.71,1402.07,768.281,1475.72,1536.64,800.097,1032.94,1086.36,1051.73,960.148,1211.75,678.821,1657.64,1277.35,851.499,1561.48,1052.41
1186,762.225,1070.16,1401.97,768.092,1476.04,1536.61,801.442,1035.85,1083.53,1053.95,965.792,1207.46,678.685,1657.8,1277.18,851.442,1561.6,1052.41
1187,762.159,1072.13,1400.92,767.92,1476.5,1536.58,801.471,1036.91,1083.31,1051.74,963.751,1211,678.49,1657.97,1277.02,851.4,1561.69,1052.41
1188,762.147,1074.06,1399.89,767.629,1476.74,1536.49,800.18,1032.75,1088.17,1051.69,965.478,1211.41,678.288,1658.15,1276.82,851.373,1561.86,1052.45
1189,761.994,1074.91,1399.69,767.474,1477.25,1536.45,799.916,1035.8,1086.23,1051.71,968.045,1210.58,678.03,1658.39,1276.7,851.343,1562.19,1052.56
1190,762.063,1075.54,1399.6,767.066,1477.76,1536.43,799.838,1036.79,1086.05,1051.62,969.8,1210.75,677.669,1658.8,1276.66,851.297,1562.46,1052.64
1191,762.16,1076.07,1399.53,766.666,1478.39,1536.42,799.708,1038.1,1085.69,1051.59,971.561,1210.41,677.311,1659.16,1276.61,851.19,1562.92,1052.78
1192,762.204,1076.71,1399.44,766.341,1478.8,1536.34,799.45,1039.55,1085.27,1051.38,972.955,1211.71,676.927,1659.48,1276.51,851.162,1563.5,1052.93
1193,762.251,1077.34,1399.38,766.028,1479.3,1536.29,798.759,1041.86,1085.18,1053.24,977.655,1208.45,676.549,1659.68,1276.32,850.328,1562.84,1052.3
1194,762.261,1078.01,1399.32,765.694,1479.73,1536.25,799.063,1042.39,1084.88,1053.37,980.029,1208.3,676.101,1659.95,1276.15,850.213,1563.29,1052.43
1195,762.216,1078.6,1399.39,765.345,1480.24,1536.23,799.023,1043.4,1084.99,1051.5,979.519,1211.39,675.531,1660.47,1276.1,850.333,1564.51,1052.91
1196,762.223,1079.09,1399.47,764.899,1480.9,1536.25,798.908,1044.77,1084.85,1053.34,984.143,1208.72,674.802,1660.97,1276.01,850.644,1566.03,1053.6
1197,762.248,1079.68,1399.53,764.507,1481.61,1536.3,798.647,1046.51,1084.23,1053.31,987.024,1208.42,674.273,1661.39,1275.9,850.089,1565.85,1053.41
1198,762.696,1077.68,1401.16,764.144,1482.25,1536.32,798.461,1048.14,1083.81,1051.44,986.797,1211.05,673.774,1661.72,1275.79,849.729,1566.61,1053.53
1199,762.747,1078.25,1401.17,763.744,1482.91,1536.34,798.412,1049.49,1083.43,1051.06,988.239,1212.22,673.115,1662.33,1275.76,849.344,1567.55,1053.79
1200,762.795,1078.98,1401.1,763.282,1483.51,1536.3,798.55,1050.14,1083.49,1051.08,991.392,1211.48,672.325,1663.14,1275.84,849.054,1568.59,1054.04
1201,762.516,1082.16,1399.61,762.672,1484.46,1536.31,799.825,1052.9,1080.8,1051.24,993.986,1211.42,671.665,1663.48,1275.71,848.52,1569.14,1054.1
1202,762.579,1083.24,1399.36,762.14,1485.31,1536.29,798.733,1053.94,1081.58,1051.15,995.866,1212.14,670.983,1664.03,1275.63,847.996,1570.12,1054.22
1203,762.635,1084.22,1399.17,761.674,1486.02,1536.25,798.433,1055.84,1082.22,1051.1,995.659,1214.56,670.023,1664.89,1275.7,847.351,1571.01,1054.26
1204,762.679,1085.16,1399.11,761.27,1486.76,1536.23,798.567,1057.38,1081.52,1051.05,1001.31,1212.21,669.294,1665.4,1275.61,846.874,1571.93,1054.18
1205,762.699,1085.97,1399.07,760.711,1487.72,1536.22,798.546,1057.8,1081.68,1050.94,1000.1,1215.4,668.549,1666.12,1275.62,846.529,1572.73,1053.99
1206,762.78,1087.02,1398.83,760.193,1488.54,1536.24,798.339,1058.96,1081.67,1050.52,1004.47,1213.87,667.687,1667.15,1275.81,845.698,1573.76,1054.07
1207,762.734,1087.8,1398.98,759.607,1489.32,1536.24,798.06,1061.69,1081.06,1050.38,1007.92,1213.44,666.925,1667.71,1275.79,844.723,1574.88,1054.14
1208,762.692,1088.7,1399,759.158,1491.34,1536.72,797.516,1063.85,1080.97,1050.38,1009.52,1213.64,666.043,1668.5,1275.74,843.855,1575.94,1054.28
1209,762.639,1089.59,1399.04,758.294,1491.05,1536.19,797.386,1064.36,1081.25,1050.42,1013.07,1213.25,665.076,1669.33,1275.84,843.269,1576.84,1054.25
1210,762.533,1090.69,1398.77,757.67,1491.88,1536.21,797.416,1064.93,1081.42,1050.52,1015.11,1213.67,664.258,1670,1275.86,842.518,1578.18,1054.44
1211,762.508,1091.84,1398.49,757.086,1492.77,1536.18,797.18,1066.71,1081.14,1050.57,1017.51,1213.38,663.302,1670.9,1275.9,842.022,1579.3,1054.5
1212,762.525,1092.65,1398.33,756.317,1493.76,1536.18,798.065,1070.98,1078.67,1050.25,1020.49,1212.86,662.414,1671.66,1275.88,840.991,1579.59,1053.69
1213,762.586,1093.68,1398.06,755.741,1494.63,1536.06,798.117,1073.03,1078.18,1049.97,1023.16,1212.8,661.531,1672.34,1275.77,840.157,1580.85,1053.68
1214,762.68,1094.79,1397.74,755.153,1495.53,1536.03,796.737,1071.54,1080.66,1049.75,1024.71,1213.5,660.457,1673.27,1275.83,839.496,1581.83,1053.47
1215,764.218,1098.29,1395.32,754.477,1496.63,1536.05,796.625,1072.93,1080.72,1049.6,1027.63,1213.02,659.483,1673.95,1275.73,838.991,1583.39,1053.7
1216,762.831,1097.7,1396.84,753.802,1497.64,1536.01,796.281,1075.17,1079.97,1049.68,1031.05,1212.1,658.521,1674.81,1275.78,837.698,1584.15,1053.39
1217,762.676,1098.82,1397.09,753.244,1498.37,1535.95,795.973,1077.17,1079.39,1049.75,1032.84,1212.24,657.625,1675.58,1275.68,836.948,1584.96,1053.21
1218,762.774,1099.94,1396.96,752.353,1499.59,1536,795.85,1078.33,1079.37,1049.56,1036.18,1211.87,656.66,1676.31,1275.68,835.793,1586.96,1053.88
1219,762.892,1101.26,1396.37,751.574,1500.64,1535.93,795.597,1079.48,1079.67,1049.38,1038.69,1212.28,655.571,1677.19,1275.67,835.172,1588.04,1053.83
1220,762.783,1102.03,1396.45,751.024,1501.49,1535.82,795.226,1081.29,1079.3,1049.23,1040.85,1212.41,654.719,1677.86,1275.59,834.411,1589.49,1053.9
1221,762.61,1102.53,1396.86,750.254,1502.42,1535.67,794.872,1082.79,1079.32,1048.81,1044.1,1211.68,653.585,1679,1275.65,833.522,1590.34,1053.51
1222,762.504,1103.19,1397.13,749.687,1503.94,1535.78,794.606,1084.48,1078.71,1048.71,1046.6,1211.51,652.789,1679.71,1275.48,832.696,1590.71,1052.95
1223,762.381,1104.88,1396.4,749.141,1504.96,1535.79,794.35,1085.28,1079.19,1048.62,1049.01,1211.46,651.996,1681.08,1275.7,831.673,1591.79,1052.84
1224,762.12,1105.89,1396.9,748.371,1505.66,1535.66,793.948,1086.65,1079.79,1050.72,1054.95,1207.91,650.8,1681.48,1275.29,831.246,1593.71,1053.28
1225,762.009,1107.01,1397.01,747.627,1506.68,1535.63,793.629,1088.54,1079.29,1048.49,1054.86,1211.55,649.941,1681.98,1275.07,830.526,1594.38,1052.99
1226,761.961,1108.15,1396.74,746.964,1507.73,1535.65,793.376,1090.28,1078.9,1048.42,1054.96,1213.57,648.814,1683.09,1275.11,829.219,1595.56,1053.13
1227,761.842,1108.62,1397.37,746.263,1508.85,1535.64,793.178,1091.49,1078.7,1048.31,1061.43,1210.33,647.978,1683.71,1274.96,828.236,1596.46,1053.16
1228,761.876,1109.81,1397.13,745.616,1509.87,1535.55,793.162,1092.46,1078.71,1047.91,1062.62,1211.94,647.012,1684.61,1274.87,827.462,1597.61,1053.18
1229,761.689,1110.77,1397.38,745.014,1510.82,1535.39,794.54,1096.55,1075.51,1047.73,1065.65,1211.33,646.22,1685.97,1275.1,826.915,1599.56,1053.53
1230,763.198,1114.71,1394.79,744.24,1511.99,1535.37,794.333,1099.4,1075.22,1047.66,1068.16,1212.05,645.049,1686.05,1274.5,826.666,1601.26,1053.7
1231,761.635,1113.58,1397.06,743.558,1513.06,1535.23,792.558,1098.76,1077.54,1047.69,1070.83,1212,644.061,1687.05,1274.51,825.32,1601.06,1053.04
1232,761.677,1115.17,1396.61,743.02,1513.94,1535.11,792.521,1099.04,1077.91,1047.53,1074.46,1211.53,643.306,1687.71,1274.22,824.404,1602.22,1053.03
1233,761.655,1116.33,1396.55,742.27,1515.13,1535.01,792.435,1099.91,1078.29,1047.32,1077.5,1211.61,642.563,1689.35,1274.58,823.461,1602.66,1052.64
1234,761.578,1117.17,1396.86,741.538,1516.25,1534.88,792.099,1102.56,1078.19,1047.08,1079.93,1211.85,641.446,1689.46,1273.8,822.397,1603.3,1052.29
1235,761.373,1117.73,1397.52,740.85,1517.15,1534.69,791.855,1104.61,1078.14,1046.81,1082.87,1212.63,640.618,1690.17,1273.45,821.446,1603.2,1051.38
1236,761.251,1118.52,1397.89,740.186,1518.45,1534.64,791.776,1105.73,1078.12,1046.79,1084.55,1212.83,639.551,1691.16,1273.25,820.774,1603.88,1051.13
1237,761.061,1119.75,1398.05,739.481,1519.58,1534.62,791.589,1106.07,1078.72,1046.75,1088.49,1211.84,638.899,1691.88,1273.08,820.048,1605.61,1051.4
1238,760.696,1121.24,1398.26,738.883,1520.58,1534.48,791.279,1107.48,1079.01,1046.87,1088.2,1214.35,638.11,1692.75,1272.87,819.214,1605.8,1050.81
1239,760.575,1122.16,1398.49,738.114,1521.78,1534.46,791.028,1109.39,1078.56,1046.69,1093.61,1212.49,637.209,1693.59,1272.71,818.559,1606.6,1050.57
1240,760.457,1123.05,1398.59,737.434,1522.74,1534.32,790.876,1111.23,1078.59,1046.6,1096.8,1212.35,636.369,1694.23,1272.38,817.712,1607.56,1050.47
1241,760.425,1124.02,1398.65,736.751,1523.75,1534.25,790.906,1113.05,1078.28,1046.35,1099.24,1212.55,635.405,1695.15,1272.15,816.893,1608.42,1050.31
1242,760.299,1125.59,1398.42,736.066,1525.15,1534.09,790.854,1113.75,1078.58,1046.11,1100.77,1213.24,634.596,1695.91,1271.78,816.717,1609.41,1050.21
1243,760.188,1127.23,1398.33,735.506,1526.19,1533.93,790.766,1115.3,1078.57,1046.13,1101.36,1214.83,633.95,1696.55,1271.43,815.581,1609.84,1049.8
1244,760.128,1128.44,1398.64,734.696,1527.53,1533.9,790.552,1117.74,1078,1045.78,1105.47,1213.52,632.967,1697.63,1271.24,814.676,1611.78,1050.52
1245,760.07,1129.6,1398.74,734.012,1528.74,1533.79,790.296,1119.66,1078.54,1045.89,1106.79,1214.14,632.255,1698.27,1271.02,814.374,1613.13,1050.75
1246,760.043,1130.49,1399.05,733.619,1530.46,1534.02,790.187,1120.49,1078.92,1045.85,1108.16,1214.99,631.403,1698.96,1270.72,813.606,1613.48,1050.35
1247,759.875,1131.54,1399.17,732.709,1530.99,1533.74,790.185,1120.77,1079.44,1045.47,1113.4,1213.72,630.449,1699.83,1270.46,812.978,1614.48,1050.34
1248,759.744,1132.27,1399.92,731.968,1532.2,1533.66,790.022,1121.79,1079.98,1045.51,1115.5,1213.34,629.694,1700.46,1270.11,812.349,1614.11,1049.26
1249,760.121,1131.12,1401.67,731.277,1533.24,1533.57,789.681,1124.02,1079.57,1045.36,1118.45,1212.88,629.044,1701.88,1270.44,811.765,1614.83,1049.07
1250,759.654,1134.32,1400.68,730.626,1534.35,1533.56,789.507,1125.67,1079.79,1045.16,1120.63,1213.16,628.031,1702.2,1269.77,810.984,1615.71,1049.03
1251,759.474,1135.49,1400.57,729.906,1535.47,1533.48,789.381,1127.03,1079.56,1044.98,1121.77,1213.9,627.345,1702.69,1269.48,810.289,1616.68,1048.96
1252,759.321,1136.33,1400.6,729.365,1536.34,1533.4,789.147,1127.44,1080.01,1045.02,1121.19,1215.6,626.339,1703.66,1269.34,809.804,1617.26,1048.76
1253,759.15,1137.22,1400.66,728.6,1537.4,1533.31,789.066,1128.77,1079.94,1044.83,1123.44,1215.42,625.532,1704.3,1269.07,809.172,1618.11,1048.72
1254,758.997,1138.17,1400.69,727.931,1538.3,1533.14,788.865,1130.47,1079.56,1044.37,1128.11,1213.8,624.761,1704.96,1268.8,809.046,1620.72,1049.67
1255,758.792,1139.28,1400.86,727.174,1539.41,1533.12,788.644,1132.05,1079.65,1044.35,1129.83,1213.94,624.037,1706.45,1269.12,808.52,1621.31,1049.49
1256,758.528,1140.57,1400.96,726.462,1540.41,1533.01,788.532,1133.69,1079.22,1044.23,1131.46,1214.2,623.189,1706.65,1268.65,807.584,1621.22,1048.79
1257,758.332,1141.43,1401.22,725.93,1542.05,1533.15,788.35,1134.87,1079.13,1044.05,1132.08,1215.05,622.422,1707.31,1268.47,806.43,1622.6,1049.2
1258,758.196,1142.22,1401.24,725.287,1542.81,1533.06,788.325,1135.08,1079.45,1043.81,1136.22,1213.75,621.49,1708.13,1268.43,805.894,1623.91,1049.38
1259,758.055,1143.32,1401,724.419,1543.28,1532.83,788.187,1135.81,1079.88,1045.21,1140.32,1210.34,620.756,1708.73,1268.21,805.43,1624.76,1049.23
1260,757.955,1144.41,1400.74,723.747,1544.17,1532.83,788.043,1136.79,1080.58,1043.95,1139.63,1212.58,619.914,1709.39,1268.09,804.661,1624.46,1048.23
1261,757.854,1145.11,1400.87,723.09,1544.96,1532.75,787.739,1138.76,1080.03,1043.7,1141.6,1212.23,619.049,1710.32,1268,803.937,1625.45,1048.15
1262,757.726,1146.41,1400.29,722.439,1545.88,1532.76,787.532,1140.21,1079.87,1043.44,1143.53,1211.96,618.485,1710.81,1267.74,803.42,1626.08,1047.96
1263,757.595,1147.57,1400.11,721.75,1546.72,1532.71,787.322,1141.45,1079.54,1043.34,1144.31,1212,617.816,1711.87,1267.84,802.849,1627.05,1047.95
1264,757.302,1148.47,1400.43,721.204,1547.72,1532.75,787.257,1141.6,1079.76,1043.13,1144.75,1212.16,616.829,1712.32,1267.61,802.24,1628.44,1048.13
1265,757.174,1149.31,1400.54,720.512,1548.13,1532.68,787.203,1141.77,1079.95,1042.97,1145.66,1211.85,616.164,1712.6,1267.35,801.61,1628.79,1047.79
1266,756.984,1150.25,1400.35,719.964,1549.16,1532.66,787.119,1141.99,1080.06,1042.74,1146.42,1211.76,615.463,1713.07,1267.18,801.138,1629.61,1047.7
1267,756.878,1150.84,1400.37,719.268,1549.33,1532.42,786.829,1142.83,1080.06,1042.61,1147.35,1211.09,614.63,1713.79,1267.15,800.575,1630.56,1047.73
1268,756.729,1151.17,1400.62,718.81,1549.91,1532.38,786.568,1143.99,1080.04,1042.53,1147.96,1210.55,613.994,1714.26,1267.11,800.323,1631.98,1048.12
1269,756.584,1151.81,1400.51,718.301,1550.53,1532.38,786.231,1145.44,1079.74,1042.44,1148.29,1210.25,613.457,1714.69,1267,799.826,1632.69,1048
1270,756.362,1152.15,1400.81,717.717,1551.29,1532.39,785.981,1146,1080.3,1042.41,1148.52,1210,612.853,1715.29,1267.01,799.069,1632.65,1047.54
1271,756.126,1152.56,1400.96,717.319,1552.01,1532.42,785.866,1146.75,1080.07,1042.39,1148.66,1210.12,612.219,1715.89,1267.01,798.553,1633.36,1047.56
1272,755.886,1152.95,1401.17,717.022,1552.52,1532.38,785.763,1147.29,1080.03,1043.84,1150.28,1208.21,611.706,1716.21,1266.92,798.003,1634.05,1047.5
